HMDB ID	KEGG ID	reference acc.
HMDB06495	C01102	HMDB0003484
HMDB0003484	C01102	HMDB0003484
HMDB03498	C01172	HMDB0003498
HMDB0003498	C01172	HMDB0003498
HMDB0006494	C01481	HMDB0003501
HMDB03501	C01481	HMDB0003501
HMDB06494	C01481	HMDB0003501
HMDB0003501	C01481	HMDB0003501
HMDB03502	C01204	HMDB0003502
HMDB0003502	C01204	HMDB0003502
HMDB03503	C01207	HMDB0003503
HMDB0003503	C01207	HMDB0003503
HMDB03514	C01231	HMDB0003514
HMDB0003514	C01231	HMDB0003514
HMDB03518	C01251	HMDB0003518
HMDB0003518	C01251	HMDB0003518
HMDB0006232	C01284	HMDB0003529
HMDB03529	C01284	HMDB0003529
HMDB06232	C01284	HMDB0003529
HMDB0003529	C01284	HMDB0003529
HMDB0006263	C01301	HMDB0003533
HMDB03533	C01301	HMDB0003533
HMDB06263	C01301	HMDB0003533
HMDB0003533	C01301	HMDB0003533
HMDB03536	C01344	HMDB0003536
HMDB0003536	C01344	HMDB0003536
HMDB03537	C01345	HMDB0003537
HMDB0003537	C01345	HMDB0003537
HMDB03538	C01353	HMDB0003538
HMDB0003538	C01353	HMDB0003538
HMDB03539	C01355	HMDB0003539
HMDB0003539	C01355	HMDB0003539
HMDB0006550	C01367	HMDB0003540
HMDB03540	C01367	HMDB0003540
HMDB06550	C01367	HMDB0003540
HMDB0003540	C01367	HMDB0003540
HMDB03543	C01412	HMDB0003543
HMDB0003543	C01412	HMDB0003543
HMDB03546	C01451	HMDB0003546
HMDB0003546	C01451	HMDB0003546
HMDB0005997	C01561	HMDB0003550
HMDB03550	C01561	HMDB0003550
HMDB05997	C01561	HMDB0003550
HMDB0003550	C01561	HMDB0003550
HMDB03551	C01563	HMDB0003551
HMDB0003551	C01563	HMDB0003551
HMDB03553	C01613	HMDB0003553
HMDB0003553	C01613	HMDB0003553
HMDB0003596	C02059	HMDB0003555
HMDB03555	C02059	HMDB0003555
HMDB03596	C02059	HMDB0003555
HMDB0003555	C02059	HMDB0003555
HMDB03556	C01674	HMDB0003556
HMDB0003556	C01674	HMDB0003556
HMDB03559	C01699	HMDB0003559
HMDB0003559	C01699	HMDB0003559
HMDB03563	C01735	HMDB0003563
HMDB0003563	C01735	HMDB0003563
HMDB03571	C01832	HMDB0003571
HMDB0003571	C01832	HMDB0003571
HMDB0002887	C01850	HMDB0003572
HMDB02887	C01850	HMDB0003572
HMDB03572	C01850	HMDB0003572
HMDB0003572	C01850	HMDB0003572
HMDB0014885	C01851	HMDB0003573
HMDB03573	C01851	HMDB0003573
HMDB14885	C01851	HMDB0003573
HMDB0003573	C01851	HMDB0003573
HMDB03581	C01909	HMDB0003581
HMDB0003581	C01909	HMDB0003581
HMDB03584	C01959	HMDB0003584
HMDB0003584	C01959	HMDB0003584
HMDB0006337	C01962	HMDB0003585
HMDB03585	C01962	HMDB0003585
HMDB06337	C01962	HMDB0003585
HMDB0003585	C01962	HMDB0003585
HMDB03598	C02075	HMDB0003598
HMDB0003598	C02075	HMDB0003598
HMDB03601	C02105	HMDB0003601
HMDB0003601	C02105	HMDB0003601
HMDB03603	C02530	HMDB0003603
HMDB0003603	C02530	HMDB0003603
HMDB0006356	C02218	HMDB0003609
HMDB03609	C02218	HMDB0003609
HMDB06356	C02218	HMDB0003609
HMDB0003609	C02218	HMDB0003609
HMDB03625	C00703	HMDB0003625
HMDB0003625	C00703	HMDB0003625
HMDB0060283	C02442	HMDB0003633
HMDB0060284	C02442	HMDB0003633
HMDB03633	C02442	HMDB0003633
HMDB60283	C02442	HMDB0003633
HMDB60284	C02442	HMDB0003633
HMDB0003633	C02442	HMDB0003633
HMDB03634	C02452	HMDB0003634
HMDB0003634	C02452	HMDB0003634
HMDB03638	C01413	HMDB0003638
HMDB0003638	C01413	HMDB0003638
HMDB03640	C02486	HMDB0003640
HMDB0003640	C02486	HMDB0003640
HMDB03642	C13884	HMDB0003642
HMDB0003642	C13884	HMDB0003642
HMDB03646	C02565	HMDB0003646
HMDB0003646	C02565	HMDB0003646
HMDB0006315	C02576	HMDB0003647
HMDB03647	C02576	HMDB0003647
HMDB06315	C02576	HMDB0003647
HMDB0003647	C02576	HMDB0003647
HMDB03648	C02588	HMDB0003648
HMDB0003648	C02588	HMDB0003648
HMDB03654	C02646	HMDB0003654
HMDB0003654	C02646	HMDB0003654
HMDB03656	C02658	HMDB0003656
HMDB0003656	C02658	HMDB0003656
HMDB0060258	C02723	HMDB0003661
HMDB03661	C02723	HMDB0003661
HMDB60258	C02723	HMDB0003661
HMDB0003661	C02723	HMDB0003661
HMDB03665	C02739	HMDB0003665
HMDB0003665	C02739	HMDB0003665
HMDB0006291	C02759	HMDB0003667
HMDB03667	C02759	HMDB0003667
HMDB06291	C02759	HMDB0003667
HMDB0003667	C02759	HMDB0003667
HMDB03671	C08380	HMDB0003671
HMDB0003671	C08380	HMDB0003671
HMDB0006238	C02946	HMDB0003681
HMDB0060265	C02946	HMDB0003681
HMDB03681	C02946	HMDB0003681
HMDB06238	C02946	HMDB0003681
HMDB60265	C02946	HMDB0003681
HMDB0003681	C02946	HMDB0003681
HMDB03701	C03114	HMDB0003701
HMDB0003701	C03114	HMDB0003701
HMDB03705	C03166	HMDB0003705
HMDB0003705	C03166	HMDB0003705
HMDB03745	C03576	HMDB0003745
HMDB0003745	C03576	HMDB0003745
HMDB03747	C03582	HMDB0003747
HMDB0003747	C03582	HMDB0003747
HMDB03759	C03681	HMDB0003759
HMDB0003759	C03681	HMDB0003759
HMDB03767	C03765	HMDB0003767
HMDB0003767	C03765	HMDB0003767
HMDB03769	C03772	HMDB0003769
HMDB0003769	C03772	HMDB0003769
HMDB0006256	C04043	HMDB0003791
HMDB0006778	C04043	HMDB0003791
HMDB03791	C04043	HMDB0003791
HMDB06256	C04043	HMDB0003791
HMDB06778	C04043	HMDB0003791
HMDB0003791	C04043	HMDB0003791
HMDB03797	C04056	HMDB0003797
HMDB0003797	C04056	HMDB0003797
HMDB03818	C04295	HMDB0003818
HMDB0003818	C04295	HMDB0003818
HMDB03822	C02530	HMDB0003822
HMDB0003822	C02530	HMDB0003822
HMDB03826	C04332	HMDB0003826
HMDB0003826	C04332	HMDB0003826
HMDB03828	C12661	HMDB0003828
HMDB0003828	C12661	HMDB0003828
HMDB03831	C04368	HMDB0003831
HMDB0003831	C04368	HMDB0003831
HMDB03834	C04392	HMDB0003834
HMDB0003834	C04392	HMDB0003834
HMDB03840	C05172	HMDB0003840
HMDB0003840	C05172	HMDB0003840
HMDB03841	C04454	HMDB0003841
HMDB0003841	C04454	HMDB0003841
HMDB0006233	C04520	HMDB0003848
HMDB03848	C04520	HMDB0003848
HMDB06233	C04520	HMDB0003848
HMDB0003848	C04520	HMDB0003848
HMDB03850	C04549	HMDB0003850
HMDB0003850	C04549	HMDB0003850
HMDB03871	C04717	HMDB0003871
HMDB0003871	C04717	HMDB0003871
HMDB0002110	C04742	HMDB0003876
HMDB02110	C04742	HMDB0003876
HMDB03876	C04742	HMDB0003876
HMDB0003876	C04742	HMDB0003876
HMDB03882	C04778	HMDB0003882
HMDB0003882	C04778	HMDB0003882
HMDB03896	C05107	HMDB0003896
HMDB0003896	C05107	HMDB0003896
HMDB03903	C05123	HMDB0003903
HMDB0003903	C05123	HMDB0003903
HMDB03904	C05125	HMDB0003904
HMDB0003904	C05125	HMDB0003904
HMDB0006237	C05130	HMDB0003905
HMDB03905	C05130	HMDB0003905
HMDB06237	C05130	HMDB0003905
HMDB0003905	C05130	HMDB0003905
HMDB0000485	C05145	HMDB0003911
HMDB00485	C05145	HMDB0003911
HMDB03911	C05145	HMDB0003911
HMDB0003911	C05145	HMDB0003911
HMDB03920	C05189	HMDB0003920
HMDB0003920	C05189	HMDB0003920
HMDB03929	C05239	HMDB0003929
HMDB0003929	C05239	HMDB0003929
HMDB03932	C05258	HMDB0003932
HMDB0003932	C05258	HMDB0003932
HMDB03934	C05260	HMDB0003934
HMDB0003934	C05260	HMDB0003934
HMDB0006527	C05261	HMDB0003935
HMDB03935	C05261	HMDB0003935
HMDB06527	C05261	HMDB0003935
HMDB0003935	C05261	HMDB0003935
HMDB03936	C05262	HMDB0003936
HMDB0003936	C05262	HMDB0003936
HMDB0006350	C05263	HMDB0003937
HMDB03937	C05263	HMDB0003937
HMDB06350	C05263	HMDB0003937
HMDB0003937	C05263	HMDB0003937
HMDB03938	C05264	HMDB0003938
HMDB0003938	C05264	HMDB0003938
HMDB0006349	C05265	HMDB0003939
HMDB03939	C05265	HMDB0003939
HMDB06349	C05265	HMDB0003939
HMDB0003939	C05265	HMDB0003939
HMDB03940	C05266	HMDB0003940
HMDB0003940	C05266	HMDB0003940
HMDB03941	C05267	HMDB0003941
HMDB0003941	C05267	HMDB0003941
HMDB03942	C05268	HMDB0003942
HMDB0003942	C05268	HMDB0003942
HMDB03943	C05269	HMDB0003943
HMDB0003943	C05269	HMDB0003943
HMDB0012970	C05271	HMDB0003944
HMDB03944	C05271	HMDB0003944
HMDB12970	C05271	HMDB0003944
HMDB0003944	C05271	HMDB0003944
HMDB0006533	C05272	HMDB0003945
HMDB03945	C05272	HMDB0003945
HMDB06533	C05272	HMDB0003945
HMDB0003945	C05272	HMDB0003945
HMDB0013082	C05273	HMDB0003946
HMDB03946	C05273	HMDB0003946
HMDB13082	C05273	HMDB0003946
HMDB0003946	C05273	HMDB0003946
HMDB03947	C03595	HMDB0003947
HMDB0003947	C03595	HMDB0003947
HMDB03948	C05275	HMDB0003948
HMDB0003948	C05275	HMDB0003948
HMDB03949	C05276	HMDB0003949
HMDB0003949	C05276	HMDB0003949
HMDB03952	C05280	HMDB0003952
HMDB0003952	C05280	HMDB0003952
HMDB03955	C05290	HMDB0003955
HMDB0003955	C05290	HMDB0003955
HMDB03956	C05291	HMDB0003956
HMDB0003956	C05291	HMDB0003956
HMDB03959	C05295	HMDB0003959
HMDB0003959	C05295	HMDB0003959
HMDB03966	C05335	HMDB0003966
HMDB0003966	C05335	HMDB0003966
HMDB03967	C05338	HMDB0003967
HMDB0003967	C05338	HMDB0003967
HMDB03971	C05345	HMDB0003971
HMDB0003971	C05345	HMDB0003971
HMDB03974	C05379	HMDB0003974
HMDB0003974	C05379	HMDB0003974
HMDB0006329	C05385	HMDB0003976
HMDB03976	C05385	HMDB0003976
HMDB06329	C05385	HMDB0003976
HMDB0003976	C05385	HMDB0003976
HMDB03990	C05425	HMDB0003990
HMDB0003990	C05425	HMDB0003990
HMDB03993	C05433	HMDB0003993
HMDB0003993	C05433	HMDB0003993
HMDB04025	C05484	HMDB0004025
HMDB0004025	C05484	HMDB0004025
HMDB04026	C05485	HMDB0004026
HMDB0004026	C05485	HMDB0004026
HMDB04029	C05490	HMDB0004029
HMDB0004029	C05490	HMDB0004029
HMDB04030	C05497	HMDB0004030
HMDB0004030	C05497	HMDB0004030
HMDB0013594	C05498	HMDB0004031
HMDB04031	C05498	HMDB0004031
HMDB13594	C05498	HMDB0004031
HMDB0004031	C05498	HMDB0004031
HMDB04035	C05502	HMDB0004035
HMDB0004035	C05502	HMDB0004035
HMDB04041	C05519	HMDB0004041
HMDB0004041	C05519	HMDB0004041
HMDB04043	C09902	HMDB0004043
HMDB0004043	C09902	HMDB0004043
HMDB0060174	C05528	HMDB0004045
HMDB04045	C05528	HMDB0004045
HMDB60174	C05528	HMDB0004045
HMDB0004045	C05528	HMDB0004045
HMDB04047	C14143	HMDB0004047
HMDB0004047	C14143	HMDB0004047
HMDB04051	C05554	HMDB0004051
HMDB0004051	C05554	HMDB0004051
HMDB04058	C05578	HMDB0004058
HMDB0004058	C05578	HMDB0004058
HMDB0006776	C05583	HMDB0004061
HMDB04061	C05583	HMDB0004061
HMDB06776	C05583	HMDB0004061
HMDB0004061	C05583	HMDB0004061
HMDB04062	C05585	HMDB0004062
HMDB0004062	C05585	HMDB0004062
HMDB04063	C05588	HMDB0004063
HMDB0004063	C05588	HMDB0004063
HMDB0006340	C05604	HMDB0004067
HMDB04067	C05604	HMDB0004067
HMDB06340	C05604	HMDB0004067
HMDB0004067	C05604	HMDB0004067
HMDB04068	C05606	HMDB0004068
HMDB0004068	C05606	HMDB0004068
HMDB04072	C05627	HMDB0004072
HMDB0004072	C05627	HMDB0004072
HMDB04073	C05634	HMDB0004073
HMDB0004073	C05634	HMDB0004073
HMDB04076	C05638	HMDB0004076
HMDB0004076	C05638	HMDB0004076
HMDB04077	C05639	HMDB0004077
HMDB0004077	C05639	HMDB0004077
HMDB04078	C05640	HMDB0004078
HMDB0004078	C05640	HMDB0004078
HMDB04080	C11695	HMDB0004080
HMDB0004080	C11695	HMDB0004080
HMDB04081	C05643	HMDB0004081
HMDB0004081	C05643	HMDB0004081
HMDB04083	C05645	HMDB0004083
HMDB0004083	C05645	HMDB0004083
HMDB04085	C16794	HMDB0004085
HMDB0004085	C16794	HMDB0004085
HMDB04086	C05648	HMDB0004086
HMDB0004086	C05648	HMDB0004086
HMDB04087	C05201	HMDB0004087
HMDB0004087	C05201	HMDB0004087
HMDB04089	C05653	HMDB0004089
HMDB0004089	C05653	HMDB0004089
HMDB04094	C05658	HMDB0004094
HMDB0004094	C05658	HMDB0004094
HMDB04095	C05659	HMDB0004095
HMDB0004095	C05659	HMDB0004095
HMDB04096	C05660	HMDB0004096
HMDB0004096	C05660	HMDB0004096
HMDB04101	C05670	HMDB0004101
HMDB0004101	C05670	HMDB0004101
HMDB04110	C05682	HMDB0004110
HMDB0004110	C05682	HMDB0004110
HMDB0011109	C05686	HMDB0004112
HMDB04112	C05686	HMDB0004112
HMDB11109	C05686	HMDB0004112
HMDB0004112	C05686	HMDB0004112
HMDB04113	C05689	HMDB0004113
HMDB0004113	C05689	HMDB0004113
HMDB04119	C05698	HMDB0004119
HMDB0004119	C05698	HMDB0004119
HMDB04122	C05704	HMDB0004122
HMDB0004122	C05704	HMDB0004122
HMDB04135	C05723	HMDB0004135
HMDB0004135	C05723	HMDB0004135
HMDB04136	C16884	HMDB0004136
HMDB0004136	C16884	HMDB0004136
HMDB04142	C13881	HMDB0004142
HMDB0004142	C13881	HMDB0004142
HMDB04148	C13691	HMDB0004148
HMDB0004148	C13691	HMDB0004148
HMDB04157	C05789	HMDB0004157
HMDB0004157	C05789	HMDB0004157
HMDB04158	C05791	HMDB0004158
HMDB0004158	C05791	HMDB0004158
HMDB04159	C05793	HMDB0004159
HMDB0004159	C05793	HMDB0004159
HMDB04160	C05794	HMDB0004160
HMDB0004160	C05794	HMDB0004160
HMDB04161	C05795	HMDB0004161
HMDB0004161	C05795	HMDB0004161
HMDB04162	C05796	HMDB0004162
HMDB0004162	C05796	HMDB0004162
HMDB04181	C05827	HMDB0004181
HMDB0004181	C05827	HMDB0004181
HMDB04185	C05832	HMDB0004185
HMDB0004185	C05832	HMDB0004185
HMDB04186	C05834	HMDB0004186
HMDB0004186	C05834	HMDB0004186
HMDB04193	C05842	HMDB0004193
HMDB0004193	C05842	HMDB0004193
HMDB04194	C05843	HMDB0004194
HMDB0004194	C05843	HMDB0004194
HMDB04195	C05844	HMDB0004195
HMDB0004195	C05844	HMDB0004195
HMDB04198	C05850	HMDB0004198
HMDB0004198	C05850	HMDB0004198
HMDB0028824	C04700	HMDB0004207
HMDB04207	C04700	HMDB0004207
HMDB28824	C04700	HMDB0004207
HMDB0004207	C04700	HMDB0004207
HMDB04215	C05901	HMDB0004215
HMDB0004215	C05901	HMDB0004215
HMDB0006520	C05921	HMDB0004220
HMDB04220	C05921	HMDB0004220
HMDB06520	C05921	HMDB0004220
HMDB0004220	C05921	HMDB0004220
HMDB04224	C05933	HMDB0004224
HMDB0004224	C05933	HMDB0004224
HMDB0006815	C03771	HMDB0004225
HMDB04225	C03771	HMDB0004225
HMDB06815	C03771	HMDB0004225
HMDB0004225	C03771	HMDB0004225
HMDB04226	C05936	HMDB0004226
HMDB0004226	C05936	HMDB0004226
HMDB0003094	C05942	HMDB0004230
HMDB03094	C05942	HMDB0004230
HMDB04230	C05942	HMDB0004230
HMDB0004230	C05942	HMDB0004230
HMDB04231	C05944	HMDB0004231
HMDB0004231	C05944	HMDB0004231
HMDB0005086	C05949	HMDB0004234
HMDB04234	C05949	HMDB0004234
HMDB05086	C05949	HMDB0004234
HMDB0004234	C05949	HMDB0004234
HMDB04236	C05954	HMDB0004236
HMDB0004236	C05954	HMDB0004236
HMDB04238	C05958	HMDB0004238
HMDB0004238	C05958	HMDB0004238
HMDB04240	C05960	HMDB0004240
HMDB0004240	C05960	HMDB0004240
HMDB04241	C05962	HMDB0004241
HMDB0004241	C05962	HMDB0004241
HMDB04242	C05964	HMDB0004242
HMDB0004242	C05964	HMDB0004242
HMDB04243	C05965	HMDB0004243
HMDB0004243	C05965	HMDB0004243
HMDB0006501	C05966	HMDB0004244
HMDB04244	C05966	HMDB0004244
HMDB06501	C05966	HMDB0004244
HMDB0004244	C05966	HMDB0004244
HMDB04246	C00306	HMDB0004246
HMDB0004246	C00306	HMDB0004246
HMDB04249	C05981	HMDB0004249
HMDB0004249	C05981	HMDB0004249
HMDB04256	C05995	HMDB0004256
HMDB0004256	C05995	HMDB0004256
HMDB0011645	C02944	HMDB0004257
HMDB04257	C02944	HMDB0004257
HMDB11645	C02944	HMDB0004257
HMDB0004257	C02944	HMDB0004257
HMDB04258	C02041	HMDB0004258
HMDB0004258	C02041	HMDB0004258
HMDB04259	C05642	HMDB0004259
HMDB0004259	C05642	HMDB0004259
HMDB0011138	C14771	HMDB0004264
HMDB04264	C14771	HMDB0004264
HMDB11138	C14771	HMDB0004264
HMDB0004264	C14771	HMDB0004264
HMDB04270	C06023	HMDB0004270
HMDB0004270	C06023	HMDB0004270
HMDB04284	C06044	HMDB0004284
HMDB0004284	C06044	HMDB0004284
HMDB04290	C06051	HMDB0004290
HMDB0004290	C06051	HMDB0004290
HMDB04291	C06052	HMDB0004291
HMDB0004291	C06052	HMDB0004291
HMDB04296	C01659	HMDB0004296
HMDB0004296	C01659	HMDB0004296
HMDB04304	C06080	HMDB0004304
HMDB0004304	C06080	HMDB0004304
HMDB04305	C06081	HMDB0004305
HMDB0004305	C06081	HMDB0004305
HMDB04309	C06085	HMDB0004309
HMDB0004309	C06085	HMDB0004309
HMDB04321	C00521	HMDB0004321
HMDB0004321	C00521	HMDB0004321
HMDB04326	C04779	HMDB0004326
HMDB0004326	C04779	HMDB0004326
HMDB04327	C06142	HMDB0004327
HMDB0004327	C06142	HMDB0004327
HMDB04350	C06180	HMDB0004350
HMDB0004350	C06180	HMDB0004350
HMDB04363	C06195	HMDB0004363
HMDB0004363	C06195	HMDB0004363
HMDB04366	C06199	HMDB0004366
HMDB0004366	C06199	HMDB0004366
HMDB04369	C06212	HMDB0004369
HMDB0004369	C06212	HMDB0004369
HMDB04370	C06213	HMDB0004370
HMDB0004370	C06213	HMDB0004370
HMDB04381	C06241	HMDB0004381
HMDB0004381	C06241	HMDB0004381
HMDB04385	C06314	HMDB0004385
HMDB0004385	C06314	HMDB0004385
HMDB04400	C16366	HMDB0004400
HMDB0004400	C16366	HMDB0004400
HMDB0003091	C06772	HMDB0004437
HMDB03091	C06772	HMDB0004437
HMDB04437	C06772	HMDB0004437
HMDB0004437	C06772	HMDB0004437
HMDB04448	C08357	HMDB0004448
HMDB0004448	C08357	HMDB0004448
HMDB04461	C09815	HMDB0004461
HMDB0004461	C09815	HMDB0004461
HMDB0002267	C09844	HMDB0004472
HMDB02267	C09844	HMDB0004472
HMDB04472	C09844	HMDB0004472
HMDB0004472	C09844	HMDB0004472
HMDB04476	C10126	HMDB0004476
HMDB0004476	C10126	HMDB0004476
HMDB04483	C11133	HMDB0004483
HMDB0004483	C11133	HMDB0004483
HMDB04484	C11136	HMDB0004484
HMDB0004484	C11136	HMDB0004484
HMDB0060109	C00353	HMDB0004486
HMDB04486	C00353	HMDB0004486
HMDB60109	C00353	HMDB0004486
HMDB0004486	C00353	HMDB0004486
HMDB04487	C11383	HMDB0004487
HMDB0004487	C11383	HMDB0004487
HMDB04527	C11555	HMDB0004527
HMDB0004527	C11555	HMDB0004527
HMDB0006539	C11924	HMDB0004586
HMDB04586	C11924	HMDB0004586
HMDB06539	C11924	HMDB0004586
HMDB0004586	C11924	HMDB0004586
HMDB04601	C11947	HMDB0004601
HMDB0004601	C11947	HMDB0004601
HMDB04610	C12144	HMDB0004610
HMDB0004610	C12144	HMDB0004610
HMDB04611	C18045	HMDB0004611
HMDB0004611	C18045	HMDB0004611
HMDB04628	C06696	HMDB0004628
HMDB0004628	C06696	HMDB0004628
HMDB04649	C13309	HMDB0004649
HMDB0004649	C13309	HMDB0004649
HMDB04659	C13809	HMDB0004659
HMDB0004659	C13809	HMDB0004659
HMDB04662	C14180	HMDB0004662
HMDB0004662	C14180	HMDB0004662
HMDB0011548	C13856	HMDB0004666
HMDB04666	C13856	HMDB0004666
HMDB11548	C13856	HMDB0004666
HMDB0004666	C13856	HMDB0004666
HMDB0006939	C14762	HMDB0004667
HMDB04667	C14762	HMDB0004667
HMDB06939	C14762	HMDB0004667
HMDB0004667	C14762	HMDB0004667
HMDB04668	C14765	HMDB0004668
HMDB0004668	C14765	HMDB0004668
HMDB04669	C14766	HMDB0004669
HMDB0004669	C14766	HMDB0004669
HMDB04670	C14767	HMDB0004670
HMDB0004670	C14767	HMDB0004670
HMDB0005080	C14776	HMDB0004679
HMDB04679	C14776	HMDB0004679
HMDB05080	C14776	HMDB0004679
HMDB0004679	C14776	HMDB0004679
HMDB04680	C14778	HMDB0004680
HMDB0004680	C14778	HMDB0004680
HMDB04682	C14780	HMDB0004682
HMDB0004682	C14780	HMDB0004682
HMDB04684	C14782	HMDB0004684
HMDB0004684	C14782	HMDB0004684
HMDB04688	C14808	HMDB0004688
HMDB0004688	C14808	HMDB0004688
HMDB04690	C14810	HMDB0004690
HMDB0004690	C14810	HMDB0004690
HMDB04692	C14812	HMDB0004692
HMDB0004692	C14812	HMDB0004692
HMDB04693	C14813	HMDB0004693
HMDB0004693	C14813	HMDB0004693
HMDB04694	C14814	HMDB0004694
HMDB0004694	C14814	HMDB0004694
HMDB04696	C14820	HMDB0004696
HMDB0004696	C14820	HMDB0004696
HMDB04699	C14823	HMDB0004699
HMDB0004699	C14823	HMDB0004699
HMDB04701	C14825	HMDB0004701
HMDB0004701	C14825	HMDB0004701
HMDB04702	C14826	HMDB0004702
HMDB0004702	C14826	HMDB0004702
HMDB04704	C14828	HMDB0004704
HMDB0004704	C14828	HMDB0004704
HMDB04705	C14829	HMDB0004705
HMDB0004705	C14829	HMDB0004705
HMDB04706	C14831	HMDB0004706
HMDB0004706	C14831	HMDB0004706
HMDB04708	C14833	HMDB0004708
HMDB0004708	C14833	HMDB0004708
HMDB04710	C14835	HMDB0004710
HMDB0004710	C14835	HMDB0004710
HMDB04811	C02625	HMDB0004811
HMDB0004811	C02625	HMDB0004811
HMDB0000578	C20450	HMDB0004812
HMDB00578	C20450	HMDB0004812
HMDB04812	C20450	HMDB0004812
HMDB0004812	C20450	HMDB0004812
HMDB04816	C06502	HMDB0004816
HMDB0004816	C06502	HMDB0004816
HMDB04818	C20387	HMDB0004818
HMDB0004818	C20387	HMDB0004818
HMDB04821	C20384	HMDB0004821
HMDB0004821	C20384	HMDB0004821
HMDB04825	C04227	HMDB0004825
HMDB0004825	C04227	HMDB0004825
HMDB04826	C04548	HMDB0004826
HMDB0004826	C04548	HMDB0004826
HMDB04827	C10172	HMDB0004827
HMDB0004827	C10172	HMDB0004827
HMDB04832	C06126	HMDB0004832
HMDB0004832	C06126	HMDB0004832
HMDB0004933	C06126	HMDB0004833
HMDB04833	C06126	HMDB0004833
HMDB04933	C06126	HMDB0004833
HMDB0004833	C06126	HMDB0004833
HMDB04834	C06126	HMDB0004834
HMDB0004834	C06126	HMDB0004834
HMDB04835	C06126	HMDB0004835
HMDB0004835	C06126	HMDB0004835
HMDB04836	C06126	HMDB0004836
HMDB0004836	C06126	HMDB0004836
HMDB04837	C06126	HMDB0004837
HMDB0004837	C06126	HMDB0004837
HMDB04838	C06126	HMDB0004838
HMDB0004838	C06126	HMDB0004838
HMDB04839	C06126	HMDB0004839
HMDB0004839	C06126	HMDB0004839
HMDB04840	C06126	HMDB0004840
HMDB0004840	C06126	HMDB0004840
HMDB04841	C06126	HMDB0004841
HMDB0004841	C06126	HMDB0004841
HMDB04842	C04730	HMDB0004842
HMDB0004842	C04730	HMDB0004842
HMDB04843	C04730	HMDB0004843
HMDB0004843	C04730	HMDB0004843
HMDB04844	C04730	HMDB0004844
HMDB0004844	C04730	HMDB0004844
HMDB04845	C04730	HMDB0004845
HMDB0004845	C04730	HMDB0004845
HMDB04846	C04730	HMDB0004846
HMDB0004846	C04730	HMDB0004846
HMDB04847	C04730	HMDB0004847
HMDB0004847	C04730	HMDB0004847
HMDB04848	C04730	HMDB0004848
HMDB0004848	C04730	HMDB0004848
HMDB04849	C04730	HMDB0004849
HMDB0004849	C04730	HMDB0004849
HMDB04850	C04730	HMDB0004850
HMDB0004850	C04730	HMDB0004850
HMDB04851	C04730	HMDB0004851
HMDB0004851	C04730	HMDB0004851
HMDB04852	C04730	HMDB0004852
HMDB0004852	C04730	HMDB0004852
HMDB04853	C04911	HMDB0004853
HMDB0004853	C04911	HMDB0004853
HMDB04854	C04911	HMDB0004854
HMDB0004854	C04911	HMDB0004854
HMDB04855	C04911	HMDB0004855
HMDB0004855	C04911	HMDB0004855
HMDB04856	C04911	HMDB0004856
HMDB0004856	C04911	HMDB0004856
HMDB04857	C04911	HMDB0004857
HMDB0004857	C04911	HMDB0004857
HMDB04858	C04911	HMDB0004858
HMDB0004858	C04911	HMDB0004858
HMDB04859	C04911	HMDB0004859
HMDB0004859	C04911	HMDB0004859
HMDB04860	C04911	HMDB0004860
HMDB0004860	C04911	HMDB0004860
HMDB04861	C04911	HMDB0004861
HMDB0004861	C04911	HMDB0004861
HMDB04863	C04911	HMDB0004863
HMDB0004863	C04911	HMDB0004863
HMDB04865	C04911	HMDB0004865
HMDB0004865	C04911	HMDB0004865
HMDB0000173	C01290	HMDB0004866
HMDB00173	C01290	HMDB0004866
HMDB04866	C01290	HMDB0004866
HMDB0004866	C01290	HMDB0004866
HMDB04872	C01290	HMDB0004872
HMDB0004872	C01290	HMDB0004872
HMDB04873	C01290	HMDB0004873
HMDB0004873	C01290	HMDB0004873
HMDB04874	C01290	HMDB0004874
HMDB0004874	C01290	HMDB0004874
HMDB04876	C01290	HMDB0004876
HMDB0004876	C01290	HMDB0004876
HMDB04877	C04737	HMDB0004877
HMDB0004877	C04737	HMDB0004877
HMDB04878	C04737	HMDB0004878
HMDB0004878	C04737	HMDB0004878
HMDB04879	C04737	HMDB0004879
HMDB0004879	C04737	HMDB0004879
HMDB04880	C04737	HMDB0004880
HMDB0004880	C04737	HMDB0004880
HMDB04881	C04737	HMDB0004881
HMDB0004881	C04737	HMDB0004881
HMDB04882	C04737	HMDB0004882
HMDB0004882	C04737	HMDB0004882
HMDB04883	C04737	HMDB0004883
HMDB0004883	C04737	HMDB0004883
HMDB0004885	C04737	HMDB0004884
HMDB04884	C04737	HMDB0004884
HMDB04885	C04737	HMDB0004884
HMDB0004884	C04737	HMDB0004884
HMDB04886	C04737	HMDB0004886
HMDB0004886	C04737	HMDB0004886
HMDB04887	C04737	HMDB0004887
HMDB0004887	C04737	HMDB0004887
HMDB04888	C06135	HMDB0004888
HMDB0004888	C06135	HMDB0004888
HMDB04889	C06135	HMDB0004889
HMDB0004889	C06135	HMDB0004889
HMDB04890	C06135	HMDB0004890
HMDB0004890	C06135	HMDB0004890
HMDB04891	C06135	HMDB0004891
HMDB0004891	C06135	HMDB0004891
HMDB04892	C06135	HMDB0004892
HMDB0004892	C06135	HMDB0004892
